,description,review.point,sentiment
688,Immediately identifiable as Mortlach; with a pleasant; feral mélange of meat mingled with milk chocolate and gorse. There is elegant sweetness here; but expressed as a mix of the bittersweet caramelized juices stuck to the bottom of a roasting pan; with honey. The palate; unsurprisingly; is big; and medium dry; but here as well there’s some sweetness in the form of black fruits. Mortlach; but in a slightly subtler guise than usual. £60,89,1
687,"Toffee and nougat; with a lacing of cotton candy. It then turns richly nutty-almost chewy-with notes of dried apricot; sultana; and a touch of red currant. Firm; dry; oak resin finish. A well-structured whisky; indicative of the Mortlach pedigree. 
",89,1
686,Initially; this is Macallan in effusive Willy Wonka mood; with lots of toffee; chocolate; greengage; and light oiliness. The aroma thickens with water; and with it a more serious mien: brogues buffed to a high sheen. The palate is equally rich and layered; with cereal; black cherry; discreet oak. A complex mix; as befits a gentleman’s dram that every gentleman should have. £95,89,1
685,"Even drier and expressing more of the complex floral and spice notes found in the 15 year old. However; by the time the whisky reaches mid-palate; the dried fruits; dried spices; and general wood notes become prominent; preventing the whisky from revealing other sides of its usually multi-faceted personality. It’s still a very fine whisky; but not as good as the 15; regardless of price. 
",89,1
684,"Deep gold color. Fragrant; floral aroma; with a potpourri of dried spices; especially vanilla and nutmeg. Creamy texture. Flavors of creamy vanilla and caramel; becoming dry with subtle spices and just a hint of fruit. 
",89,1
683,Immediately identifiably Longmorn: that ridiculous; highly amenable mix of soft fruits; masses of sweet spice; candied peels; coconut; and sticky toffee pudding. In fact; it’s almost over the top in its lushness. Leans into the mouth with masses of mace; then soft fruits and marzipan develop. Unctuous; long; and ripe; the wood shows just a little; but the depth and richness holds it in check. Very good. £97,89,1
682,Longmorn may be slightly better known; but it’s still pretty much a cult whisky — with a huge following in Japan; where every whisky bar seems to have multiple expressions. This bottling shows it in its lushest guise; with masses of caramelized soft fruits; banana; cream toffee; and chocolate. The palate shifts between raisin and plum. Elegant. ,89,1
681,Longmorn is now being bottled one year older. Whisky companies seem to be discontinuing odd-year whiskies. Bowmore recently extended their 17 year old to 18. Ironically; in both instances; the older whiskies serve up more sherry and fruit. Both the Longmorn 15 and Bowmore 17 were considered benchmark whiskies; so these changes weren’t without risk. Still; in both instances; the new expressions won’t disappoint. This new Longmorn shows a mouth-coating maltiness -- Longmorn’s signature characteristic. Along with this; there’s ripe barley; honeyed fruit (peach; with subtle sultana and pineapple); gently complex nuts (almonds; brazil nuts); and a hint of chocolate-covered coconut. A lush; fruity-sweet dram that lingers long on the palate. True Longmorn devotees will still want to purchase a bottle of the 15 year old while they can.,89,1
680,From a Speyside distillery whose malt is more commonly found in blends. An enticing and complex nose balances sweet honey; acidic dried orange; rich walnut; and light smoke. On the palate these elements come together well with complexity and balance. Things get spicy in the mid-palate; with black pepper; salt; ginger; and a bump in smoke. A long finish rounds everything off; showcasing smoke and orange. Lots of character and flavor for an uncommon malt. (U.S. only),89,1
679,Some of the first peated spirit produced in the late 1990s at Tobermory Distillery has gone into this bottling; which has been finished in marsala wine casks. The nose yields earthy malt; new leather; printer’s ink; and a final fragrant note. Big; bright flavors of orchard fruits and sweet peat on the palate; plus black pepper and dessert wine. Ashy peat; burnt oak; and lingering pepperiness in the finish.,89,1
678,This veteran Ledaig release from Tobermory distillery is the oldest to date; having been made in 1972. 500 bottles are available globally. Musty old leather; malt; and plum pudding on the slightly earthy; phenolic nose. In time the leather becomes suppler; with ripe figs and; finally; soot. Voluptuous in the mouth; with sweet sherry; plain chocolate; and soft spices; plus black pepper; an emerging note of coal. The finish is very long; with citrus fruit; chili; smoke; and subtle oakiness.,89,1
677,Bold; with smoked fish (Arbroath smokies); dried fruits. Has requisite density of character with classic notes of freshly-laid tarmac and medicine. A lemon edge adds some lift. The complexity continues on the tongue; which is very juicy; vanilla-accented but with plenty of seaweed-like smoke that shifts into licorice. Long; balanced; and thick in the center; with some (smoked) dried thyme on the finish. £70/500 ml,89,1
676,A very tarry start; like fence posts which have just been treated with creosote. Add in some smoked fish alongside dried grass; and you have all the requisite elements for a classic Laphroaig. The palate is massively smoky to start; a real peat bomb; but that eruption recedes; allowing barley and sweetness to come through. This is a serious dram which needs water to coat the tongue. Very good. £65/500 ml,89,1
675,This whisky shows no signs of immaturity considering its age. Indeed; enjoying Laphroaig young and at a higher strength is the best way to appreciate the distillery’s true character. Very medicinal and “closed up” neat; but comes alive with a splash of water. Powerful notes of tar; charcoal; smoked seaweed; and licorice root; mercifully tamed by ripe barley and honeyed malt laced with vanilla. Warm; smoky; charred oak finish. (U.S. only),89,1
674,"White wine color. Seaweed; briny aromas and flavors. The classic Laphroaig medicinal; pungent; smoky rush kicks in on the finish and stays in overdrive for a very long time. 
",89,1
672,The latest addition to the Jura range has been matured in American white oak casks before spending three years in Gonzalez Byass oloroso sherry butts. The mellow nose is lightly oily; with figs; sherry; orange; and a savory note. Vanilla emerges; along with malt; and finally a hint of cinnamon and parma violets. Soft and supple on the palate; with more orange; plus cocoa; sultanas; and dates. The finish is lengthy and features dark chocolate; raisins; aniseed; and subtle spices. ,89,1
719,A U.S.-exclusive variant of this popular Islay single malt. Lemon juice and warm granite on the nose; backed by sweet heather; ginger; and developing Jaffa orange; medicinal peat; and charcuterie. Mouth-coating and initially sweet; before darker berry notes emerge. Savory; saline; and smoky. Medium-length in the finish; with lingering peat smoke and spicy oak.,89,1
693,This; the fifth of TWE’s ongoing Elements bottlings of Islay’s legendary closed distillery; does not disappoint. The nose is akin to salted chocolate; with a wasabi-like earthiness lurking behind. Port Ellen’s characteristic flintiness is there in the form of rock-pools and hot sand inside seashells; while the smoke hints at sphagnum moss; marsh gas; and burnt cake. The palate has touches of smoked eel and a hint of pear. As enigmatic as ever; in other words. £175 (500 ml),89,1
694,Matured in refill European oak sherry butts; this year’s Special Release has more weight than many previous expressions and a fascinating smokiness that comes across like a just-lit fire: fire lighter; burning paper; fire grate; and wood smoke. The more active oak adds walnut skin notes and rich dried fruits before the smoke returns. All very sophisticated with enough sweetness to balance. Excellent; but; ouch; that price!,89,1
671,More obviously sherried on the nose than either Sigurd or Ragnvald; buttery; with figs; sultanas; vanilla; a hint of leather; and ripe oranges. Rich and silky on the complex palate; overt sherry; ginger; and lots of old leather and sweet smoke. Spice is quite muted here. The finish is lengthy; with plain chocolate; wood smoke; figs; and tingling spices. Luxurious and accomplished. (Travel Retail exclusive.) €1;000,89,1
696,"A limited edition of 2000 bottles. Thick and syrupy on the palate; accentuated with vanilla and shortbread. You’ll also find pleasing peaches & cream; zingy citrus fruit; along with a hint of nuts; spice; and a pinch of salt on the palate. A nice addition to the 14 year old distillery bottling. Kudos for bottling it at cask strength. 
",89,1
717,Rich amber. A slight agricultural note to start; and although sweet and soft; also a little indistinct. This is a palate whisky; with plenty of integrated smoke; rich fruitcake; and; as its name suggests; plenty of chocolate. It fades quickly when neat. Water; surprisingly; rectifies this: the nose opens to show complex dark depths; while the palate is lengthened and given extra aromatic lift. Rich and rather lovely. £85,89,1
716,This cask strength; 29 year old 1982 expression in the Wemyss Malts range is the company’s first bottling of a single malt distilled at the Northern Highland distillery of Teaninich. Just 201 bottles have been released. The insistently fruity nose features overripe pears; heather in bloom; soft fudge; salted popcorn; cinnamon; and ginger. Soft and peachy on the palate; with darker spice notes; walnuts; and plain chocolate. The finish is lengthy; with more plain chocolate and some spiced oak. £110,89,1
715,Blended whiskies have taken a sexy turn for the better; and there have been some excellent attempts to innovate. Indeed; a gap has opened up between main label blends and this sort of thing; which is particularly brave because a world-class brand has let amateurs loose on it. That said; this is massive; with big earthy spice; peat; and sour fruits. There's some youthful sappiness in the mix; too; but it's not detrimental. Brave and impressive.  ,89,1
714,Cutty Sark lost its way in recent years; expect that to change soon. Its owners have plans to return it to glory (and to include a 30 year old among its expressions — you read it here first). For the time being — if you can find it — this 18 year old is a sublime mix of soft plum and peach; sweet; pure grain; easy-drinking vanilla; and a deft oakiness all delivered in gentle and harmonious fashion. Masterful blending.,89,1
713,Cutty Sark master blender Kirsteen Campbell has hit the ground running and is playing a leading role in the revival of this iconic blend. Storm is a very different whisky than Tam o' Shanter. The nose is nuanced and light; with orange jelly and citrus juice; the palate is sophisticated; fruity; perfectly balanced; rounded; and gentle; with a high-percentage malt content evident in the mix. The finish is quite short but very more-ish. An amazing whisky for the price. £20 VALUE PICK,89,1
712,The first Diageo Special Releases Oban to be released since 2004 has been matured in rejuvenated American oak and second-fill bodega casks. The outturn is 2;860 bottles. Tinned peaches; ginger; caramel; and newly-sawn wood on the nose; with an accompanying marine note. Syrupy in the mouth; very sweet and spicy; with nutmeg; cinnamon; and baked apple. Contrast is provided by a splash of brine. Spicy in the drying finish; with ginger to the fore; plus more sea salt.,89,1
695,2011 saw the first expression of Rosebank appear in Diageo’s annual Special Releases series; and just 5;604 bottles are available worldwide. The bottling is comprised of whisky matured in refill American oak and refill European oak casks. Floral and mildly herbal on the nose; with cereal and tropical fruit notes; along with a hint of damp soil. The palate is somewhat tart; with oranges and pepper; while the finish dries to coffee and spicy oak. A lovely example of a much-mourned malt. ,89,1
710,This bottling of Tullibardine was distilled in November 1989 and has been matured in a refill sherry butt. The U.S. allocation is 120 bottles. Initially; damp earth on the nose; sweetening to milk chocolate-covered fudge and vanilla; along with hazelnuts. Notes of plum and black pepper with time. The palate is fruity; with toffee; spice; and cedar wood notes. Long in the finish; with cereal and spicy resin. ,89,1
709,Tomatin released this 28 year old expression under its Cù Bòcan label. This cask strength variant was matured in refill hogsheads and refill sherry butts that previously contained heavily-peated Islay single malt. The nose is sweet and fruity; with apples and pears; background vanilla; and sweet; light smoke. The palate is voluptuous and sherry-sweet; with chili peppers and subtle; earthy peat smoke. The finish is slowly drying; with persistent spice; nuts; and smoke. (2;200 bottles) £200,89,1
708,"Younger Tomintoul whiskies are fairly straightforward; unassuming whiskies. Older expressions show more depth. What they all seem to have is a remarkable balance. Moreover; this whisky and its predecessor; the 27 year old; are surprisingly delicate and nimble for their age. This is an elegant whisky; with a toffee foundation; creamy vanilla; nougat; light summer fruits; a kiss of molasses; and gentle spice (cinnamon; mocha). Soft finish. Very pleasing.
",89,1
711,Part of the “Rarest of the Rare” collection. Mosstowie was a limited production using Lomond stills for a brief time at the Miltonduff distillery. Very pale in color for a 30 year old whisky; and creamy on the palate. A very clean whisky. Bright fruit (apricot; lemon; sultana) and vanilla are the main flavors; with more subtle grass and hay notes. Soothing finish.,89,1
706,Described as the smokiest whisky produced at Talisker; Dark Storm is exclusive to Travel Retail outlets; and maturation has taken place in deeply charred casks. Rich; fruity spices on the nose; quite citric; with brine and aromatic smoke. The smoke elbows its way to the fore in time. Full; sweet; fruity flavors on the palate; some vanilla; then smoke; licorice; and spice hit home. A classic Talisker smoke and chili finish; but cranked up a notch or two! £45/1 liter,89,1
707,"A very welcome arrival from new owners Ian MacLeod; this has been aged in sherry
wood. As a result; you can’t help comparing it to Macallan and while there’s
none of the oily depths; there are fragrant top notes of honey and apple before
some resin and warm leather develop; but no sulfur. Some of the richness is
lost with water; so I’d leave it as is. This is a stunner for a 10 year old and
is marked accordingly. Value Pick £34  ",89,1
698,Finished in a rum cask. Gently sweet (caramel; vanilla cream; kiss of honey); with balancing fruit (lime; kiwi; green grape) and spice (white pepper; brine). Youthful (but not immature). Invigorating briny finish. I don’t know what kind of rum cask was used; but it comes across more like sugar cane juice-based rhum agricole than the molasses-based rums. Very nice! (A Park Avenue Liquor exclusive.) ,89,1
699,"Even with a refill sherry cask; bright fruit is the main theme to this whisky: strawberry-rhubarb pie; red raspberry preserve; red currant. But there’s honeyed malt for balance; along with suggestions of
coconut macaroon; marzipan; brine; and glazed ginger to keep things interesting. Distinctive. (U.S. exclusive)",89,1
700,A number of ‘Marrying Strength’ variants of 10 year old Springbank have been released; retailing exclusively through the Cadenhead Whisky Shop in Campbeltown. The 2014 expression is bottled at 49.9%. Brine; new leather; and pipe tobacco on the nose; with developing caramel. Maritime characteristics are accentuated with time. Voluptuous on the palate; balanced; with sweet leather; peaty spices; and apricots. Long and slowly drying in the finish; with black pepper and rock salt. Quintessential Springbank; and the best 10 year old sampled to date. £42,89,1
697,Older Springbanks are becoming hard to find; and this one won't disappoint. It is packed with citrus notes (lemon; orange) often found in whiskies over 30 years old. Along with them you'll find subtle spice notes (especially cinnamon); red licorice; polished oak; and that signature Springbank fresh brininess; albeit a bit reserved. This Springbank is not as heavily sherried as some other older bottlings that have come and gone. If I wanted to be picky; I would like to see more of the Springbank briny zest and freshness here; but; giving its age; it is understandably reserved. This whisky's best feature is how surprisingly clean; rounded; and polished it is for 33 years old. Very nice.,89,1
702,"Deep amber color. Mature aroma-this is definitely an old whisky -with complex wood spices (cedar; vanilla; mint; caramel) and soft ripe fruit. Medium bodied and soft. Surprisingly balanced on the palate with an incredible depth and maturity. Its flavors are similar to its aroma; but a soft sweetness compliments the flavors and provides balance. Soothing; mellowing finish of considerable depth. 
",89,1
703,"More subtle and teasing. Not as much a knock-out punch on the finish like the Talisker 10 and 18; but rather more steady intense blows to the abdomen for many rounds. An aging Talisker; but still with many redeeming qualities. It is drier than its younger siblings; with less fruit and more of a stony texture; with dried spices and lingering leather notes. This whisky requires more patience and demands more concentration; but it is still rewarding to the seasoned aficionado (with some extra pocket change). 
",89,1
704,"A graceful Talisker. Soft toffee and caramel with balanced; gentle fruit. Hints of boat dock wood; damp peat; and fish nets. Warming spice notes (anise; pepper; and salt) provide intrigue and linger on through a warming; spicy finish. Well rounded; with enough depth on the palate to make up for the lack of punch in younger expressions.
",89,1
705,Diageo has introduced this new no age statement variant of Talisker single malt. The name reflects the distiller’s aspiration to enhance the maritime notes in this expression. Refill and rejuvenated casks have both contributed to its maturation. The nose is youthful but rounded; with brine; burning wood embers; vanilla; and honey. Sweet and spicy on the palate; with cranberries and black currants; while peat smoke is always present; plus black pepper. The finish lingers; with walnuts and fruity peat. £40,89,1
701,Released in February 2015; this cask strength expression of 17 year old Springbank has been entirely matured in sherry casks. 9;120 bottles are available globally. The nose offers sea spray; blood orange; ginger; and discreet sherry. Finally; some peat. The sherry really makes its presence felt on the palate; which is full and slightly oily; with rich fruitcake flavors; soft toffee; coffee; and ripe cherries. The finish is lengthy; slightly peaty; with more sherry; treacle toffee; and trademark Springbank ozone.,89,1
450,If every fan of sherried whisky has a favorite GlenDronach then this is a long way down the road to being mine. It has a dusty dried orange peel; powdery; and perfumey nose; a soft and sweet round palate with a dark chocolate; tangerine; and pink grapefruit heart; and a balanced and gentle finish. This was probably once a hollerin’ maned lion of a malt; but it’s grown old gracefully and it now purrs and growls beautifully. £80 ,90,2
449,"Created by Dennis Malcolm to celebrate his half century at Glen Grant; this uses casks
from each of his five decades. Pale it may be; but this is no dainty little
thing. There’s lots of buttery oak before classic Glen Grant lift and energy
emerge: green apple; fruit blossom; William pear; and yellow fruits; lemon
butter icing and nettles with water. The palate is vibrant and energetic; but
holds to the middle of the tongue. A suitably celebratory dram.
Congratulations! £115",90,2
448,This is quite different from the Adelphi Glen Grant bottling (below); being more cask-driven; but Glen Grant’s clean fruitiness remains; although transformed by age. Its apples are baked; with some added caramelized juices thrown in; we see apricot alongside dried lemon peel; and light; sweet spice. The waxiness here is akin to leather oil; while the oak has sufficient grip to give structure. In time; there are hints of the cellar — burlap and wet earth. Delicious; and best neat. £184,90,2
447,There have been a lot of old; heavily sherried; independently bottled Glen Grant whiskies on the market over the past several years. This one appears to be from a refill sherry cask; as its influence is more subtle. It has aged well; showing no excessive oak; but plenty of fruit (summer fruits; dried citrus; stewed fruits; tangerine; golden raisin); balanced by polished oak; grape skin; and subtle dark chocolate. Distinctively pleasing. Don’t add too much water; though; as it breaks down. (A Kensington Wine Market exclusive.) $500 (CAD),90,2
446,This veteran expression from Deanston Distillery was matured in refill bourbon casks before spending no fewer than 10 years in oloroso sherry butts. Rose petals; fresh pineapple; clotted cream; cinnamon; and dusty oak on the enticing nose. Unctuous in the mouth; with apple pie; cinnamon; hazelnuts; and ginger. Drying slowly to pleasing fruity; tannic notes. Extremely long finish; with a persistent citric tang. (Less than 500 bottles globally),90,2
445,Dalmore 25 year old comprises spirit matured initially in American oak casks; some of which is then transferred into first-fill bourbon barrels; while the remainder goes into Palomino fino sherry butts. The two batches are then reunited in bourbon barrels before a final finishing in tawny port pipes. Vanilla; figs; toffee; and ripe oranges on the festive nose; while the palate features more orange; peaches; milk chocolate; and sherry. The chocolate darkens in the lengthy finish; with ginger and licorice.,90,2
444,The Dalmore spirit that comprises Ceti comes from a mix of bourbon and sherry casks; with bourbon wood predominating. 23 years of maturation in American oak were followed by seven years in 30 year old Gonzalez Byass Matusalem oloroso sherry butts. The result is a nose of old leather; hessian; sandalwood; vanilla; plain chocolate; and ripe Jaffa oranges. Very full-bodied; with burnt orange; pineapple; and sticky toffee; while the finish offers ginger; orange wine gums; and old oak. 1;000 bottles. £1;250,90,2
443,This expression of The Dalmore Constellation spent its entire 33 years of maturation in an ex-bourbon cask; with no additional finishing. The result is a nose of ripe peaches and pears; honey; and vanilla. Full-bodied; rich; sweet; elegant; yet substantial on the palate; with pineapples and fudge. Oak and aniseed slowly build; but the wood is held at bay. Long and warming in the finish; with soft spices. Barely drying. Cask number 594; 199 bottles. ,90,2
442,"Independent bottlings of Cragganmore are hard to come by; and this one is a beauty. Cragganmore is not rich; heavy; or sweet like many Speyside whiskies. This one is medium-bodied; yet firm. It is clean on the palate throughout (with a brief honeyed vanilla note before becoming dry); and it is loaded with spice and dried fruits that continue to evolve. Long; lingering; finish. The decision to forego chill-filtering certainly reveals more of this whisky’s subtle; yet persistent; complexity. 
",90,2
431,Using barley grown on Rockside Farm; this is fresh; sweet (agave syrup); delicate; and lightly buttery; with touches of lily of the valley and lemon sponge cake mix. The cereal character is restrained; with a charred hint on the palate along with banana; mandarin; cassia; and pink marshmallows (untoasted). The Laddie’s floral notes emerge late; and the whiff of white pepper on the end is all there is to remind you of its youth. A classy young whisky. £45,90,2
440,"Straw color. Fresh; appetizing aroma. Light-medium body. Nicely balanced flavors. Both the aroma and palate express notes of spices (Dijon mustard); brine; exotic peppers; caramel; and fruit. Lingering finish. 
",90,2
439,More smoke than is common from this distillery and age. The aromas are food-related: initially roast ham with caramelized sugars; then a clambake; then oven-roasted lobster. With water; a distinct whiff of the goat shed (nice; by the way). The palate is refined and mature; but with fresh fruits retained; with oak and smoke beautifully integrated. A mature Caol Ila in similar vein to the excellent (and significantly more keenly priced) 25 year old. (7;638 bottles),90,2
438,Often overshadowed by other noisier neighbors; it is time to reconsider Caol Ila—and this is a fine place to start. Coming from a refill cask it has a nose of sweet crab; ham with cider glaze; and teasing maritime smoke. The palate mixes salt taffy with top-end peppery olive oil; allowing the flavors to cover the palate while the smoke rumbles along constantly before a salt-laden finish. Superlative balance. Find one of those 620 bottles! £85	,90,2
437,Distilled in 1969; the oldest Bunnahabhain ever released was matured in second-fill sherry butts. The nose yields sweet resin; marzipan; ginger; glacé cherries; a hint of cloves; and red berries. The silky palate features Jaffa oranges; dark chocolate; prunes; and more glacé cherries. The finish dries steadily; with slightly bitter tea; white pepper; a savory note; and quite subtle oak tannins for a dram of this vintage. (198 bottles),90,2
436,"Very fragrant on the nose; and thick on the palate. The flavors are chock full of thick chewy toffee; chocolate fudge; roasted nuts; burnt raisin; black currant; and spiced oak. There’s a hint of salt and Earl Grey tea on the finish. Very dynamic. 
",90,2
435,"Nougat and dates to the fore; then becoming increasingly nutty with suggestions of Demerara rum and cinnamon and underlying polished leather. Lovely dried spice notes and an appetizing salty tang teases the palate on the finish. 
",90,2
434,Older expressions of this unpeated Islay dram are often quite delicious; but they aren't easy to come by. The best ones; like this one; take the sweetish toffee/nutty foundation of younger expressions and add layers of depth and complexity. This whisky just continues to evolve on the palate. The entrance is creamy in texture with layers of sweetness (caramel; vanilla fudge; toffee); becoming nutty and marzipan-like with subtle background fruit. The finish is long and pleasingly dry; with a hint of salt. Very entertaining and satisfying.,90,2
433,Quantities of Optic and Oxbridge barley varieties were grown on eight Islay family farms during 2009; and the following year this grain was distilled; then matured in bourbon and French wine casks. The nose offers ginger; melon; malt; sweet (lit) pipe tobacco; freshly baled straw; resin; vanilla; and spice. Chewy in the mouth; oily; with toffee spices and youthful oak notes. The finish features oysters with lemon squeezed over them.,90,2
432,Robust Port Charlotte character; with salami and jamon serrano to the fore. Somewhat like eating a chorizo and roasted red pepper sandwich on the beach on a summer’s day; but it retains the sweet freshness of the distillery character. With water; the lovely smell of cow’s breath. There’s dry smoke to start with on the palate; becoming sweet (flash-fried scallop) with sugared almond on the finish. For me; PC comes fully of age here. £55,90,2
441,"Very dry; fragrant and spicy. Medium bodied; but firm. Initial; flirtatious notes of honey; creamy caramel and oatcakes quickly become dry and arid; with a foundation of leather and oak shavings. The whisky is peppered throughout with notes of anise; coffee; dried herbs and undertones of Madeira. Very forward and bullishly dry for its age; and more intense than the standard Cragganmore bottling. It’s rare for a whisky this young to be so complex. 
",90,2
451,The latest batch of cask strength GlenDronach should make Aberlour a’bunadh look to its laurels. It is matured in a combination of Pedro Ximenez and oloroso sherry casks. The nose is quite perfumed; with sweet sherry; figs; nutmeg; satsumas; and candied peel. Voluptuous in the mouth; with early bright fruit notes; cinder toffee; and caramel; followed by darker sherry and raisin notes. Lightly peppery and tannic; with plain chocolate. £55,90,2
462,Glenglassaugh has altered its policy of offering single cask expressions of its 40 year old; and replaced these with a vatting of casks to provide an ongoing release program; offered at cask strength and without chill filtration. The nose is pleasingly complex; with ginger; honey; milk chocolate; icing sugar; sherry; plums; and new leather. Resinous on the palate; with pineapple and brittle toffee; then black coffee and aniseed. A spicy oakiness ultimately develops. Drying steadily in the finish; with licorice and oak tannins. £1;200,90,2
453,Sherry butt once more; but this is much more relaxed in its attentions — think Montgomery Clift seducing Elizabeth Taylor rather than De Niro chatting up Liza Minelli. Sweetness is the key here; gentle and slightly caramelized; with touches of molasses-like concentration and even a whiff of the top of a crème brûlée. The palate surprises with its continued freshness; apple and the distillery’s distinctive earthy richness. Great balance.£382,90,2
430,The first 10 year old distilled by the current owners back in 2001. Lovely marriage of both bourbon and sherry casks; and quite fresh; with a maturity resembling a 12 year old; rather than 10. Smooth on the palate and very drinkable; with creamy vanilla; honeycomb; banana bread; bright lemon; melon (honeydew; cantaloupe); tangerine; candied ginger; and delicate brine. With all the Bruichladdich razzle-dazzle over the past decade; we can embrace this unpretentiously delicious Laddie with open arms. ,90,2
473,The first of Glenmorangie’s new “Private Collection” line of whiskies for Travel Retail. This one is finished in Pedro Ximenez (PX) sherry. With PX being so rich and intense; and Glenmorangie spirit so subtly complex and delicate; does the sherry dominate here? No; it doesn’t. Still; this is viscous and very textural for a Glenmorangie. I’m picking up rhum agricole drenched with honeyed apricot; toffee almond; chocolate-covered raisin; glazed citrus; and cherry pits; all leading to a leathery; tobacco-tinged finish. A visceral whisky with plenty of grip. Great for after dinner.,90,2
472,"Style: Highland single malt scotch Color: Golden honey Aroma: Lush and mouthwatering. Notes of honey; peaches in syrup; golden raisins; coconut; vanilla; and background resinous oak. Palate: Creamy and velvety in texture. Honey and fruit up front; with some oak notes; wood resins and vanilla mid-palate; becoming sweet again with a soothing finish. 
",90,2
471,"Waves of fruit (apple pie; orange marmalade; sultana; ripe pineapple); accented with notes of dark chocolate; roasted nuts; and spice (cinnamon; vanilla; ginger; evergreen); particularly on the finish. (In the past; I’ve thought that a couple of these limited edition Glemorangie wood finishes were a little overdone with the finishing; but not this one). 
",90,2
470,"A quintet of releases showing examples of The Glenlivet from five decades; issued to support The Glenlivet Generations 70 year old bottling. All are available individually or in a limited edition set (50 only) for £2;850; these bottlings are not currently available in the U.S.

A first-fill American oak hoggie was the receptacle for the representative from the 1960s. The cask has provided an extremely relaxed environment for maturation to take place; with a return of the pineapple (grilled on a barbecue this time); along with linden blossom; cream; green jasmine tea; and mint. The effect is like a grown up 1991. The maturity kicks in on the palate — thick and slow with some sandalwood alongside honeysuckle. Gentle and clean; and again not one to dilute. £750",90,2
469,You would expect any 70 year old whisky to be crepuscular; dense; and wooded. Not here. The nose is amazingly fresh — distillery character fully intact — with layers of rancio and heavy florals. In time; there’s candle wax; vanilla; milk chocolate; and a touch of leather; even the whiff of a soft mink stole. Concentrated and complex. The palate is like an ancient vin santo with oxidized nuttiness; quince and medlar; and subtle peat. Hugely expressive on the palate; with a sweet finish. Truly remarkable. ,90,2
468,"Younger bottlings of Glenlivet are often quite elegant and subtle. But such finesse isn’t always evident in older expressions; which often become dominated by sherry and oak. This one; at 35 years of age; demonstrates plenty of elegance and finesse. What impresses me most about this whisky is that you wouldn’t know it was 35 year old just by taste. It isn’t the least bit tired on the palate; and it is very clean; without the excessive woodiness often found in whiskies of this age. Plus; the balance of flavors is impeccable-vanilla; honeyed malt; peaches; pineapple; heather; and just a touch of oak. A very polished; refined whisky. 
",90,2
467,"Antique amber color. This whisky maintains the elegance cherished by Glenlivet enthusiasts; but finishing the whisky in limousin oak produces a whisky of deeper wood notes; particularly wood spices (vanilla; sandalwood; perhaps even mint) and floral notes. It’s rich; complex; and dry-especially on the finish. 
",90,2
466,Aged exclusively in first-fill bourbon casks and bottled unfiltered and at natural cask strength. This takes the usually subtle Glenlivet and makes it more vibrant; amplifying its flavors while accentuating the bourbon oak. Tight notes of honeyed malt; vanilla bean; toasted oak; bright fruit; and nuts; are peppered with more subtle floral and spice notes. Dry; spicy finish. A Glenlivet with pizzazz.,90,2
452,A nose of bold sherry; worn leather; figs; malt; white pepper; and ginger. Ultimately; a mildly savory note. Full-bodied on the palate; with overripe damsons and more ginger; spicy sherry and dried fruits develop. Medium to long in the finish; with persistent prickly spices; black coffee; and fragrant oak. (240 bottles for the U.S.),90,2
465,"A very clean whisky; with fragrant dried flowers; aromas of germinating barley; textured honey; vanilla waver; coconut cream and teasing fresh pineapple. Drying; delicately minty finish. For those who love the richly elegant; non-sherried style of older Glenlivet whiskies. 
",90,2
463,"Credit to Glengoyne for coming up with something different. There are just 100 bottles of this malt available this year; with a further 100 or so released each Christmas from the same cask each year until 2014; effectively offering malt enthusiasts the chance to plot a work in progress. Better still; this first effort is one of the best releases ever to come out of the distillery.
The name is spot on; it really is Christmas in a glass; with the almost feminine aromas of rosewater; flowers; candy stick; and fruit giving way to a huge sherry note on the palate. Dark chocolate; cherry; orange; and chili notes combine to offer up a bold and full malt. Some special bottlings from Glengoyne have been over-oaky or marred by sulfur; but not this one. This is clean; pure; and classy. Can’t wait to see where it goes next.
",90,2
461,The initial release in Glenglassaugh’s new ‘The Chosen Few’ range has been picked by customer accounts manager Ronnie Routledge. It was distilled in 1976 and matured in an ex-sherry butt that yielded 654 bottles. Initially; an aroma of Black Twist tobacco and treacle; with sweeter and more floral notes following on. Significant honey influence. Mouth-coating; with sweet sherry and tropical fruits; plus developing honey and spice notes. Oak; toast; and dark chocolate in the lingering; lively finish. £300,90,2
460,A polished whisky; light-medium in body with well-rounded flavors. Fruity (ripe orange; lemon gumdrops; candy apple); with creamy vanilla and a honeyed; toasted malt foundation. Soft; gentle oak throughout. What a lovely; gentle-natured whisky; straight down the middle! Bonus points for versatility. ,90,2
459,Quite fragrant; with a thick; oily texture. Sweet notes (vanilla; sticky toffee); ripe barley; earthy peat; licorice root; and a hint of melon and citrus. Very clean and characterful. A lot of fun to drink. Nicely done! I can’t imagine a 14 year old Glen Garioch tasting any better than this. (A Julio’s Liquor Exclusive) ,90,2
458,This latest vintage release from Glen Garioch is a cask strength 25 year old. It follows on from previous ‘small-batch’ 1978; 1990; 1991; and 1994 vintages. Peaches and ginger on the nose; with fudge and a wisp of smoke. Mildly herbal. Full-bodied; rich; and sweet in the mouth. Fresh fruit and violet creams. Finally a slightly earthy; peaty note. The finish is long and gently smoky. Robust; yet refined.,90,2
